
--- Tabla: alembic_version ---
version_num
307613368dfe

--- Tabla: roles ---
id | name | description

--- Tabla: users ---
id | email | hashed_password | is_active
1 | user@user.com | $2b$12$7fkDVoISfRzHO2m2JP6oBe/b.ZzMkOdVT/YRBpF0UfDQ.Exr0zCx. | 1

--- Tabla: audios ---
id | user_id | file_path | created_at
1 | 1 | ./sonido/audios\1f2eb5259a9241d7b0c5b581bfebff6e.mp3 | 2025-07-30 11:25:41.355325
2 | 1 | ./sonido/audios\67c09393ba7c406ea44a57f4d9cf7178.wav | 2025-07-30 11:29:51.867258
3 | 1 | ./sonido/audios\ce0167e3be2f4a68b0e473ad27efd36b.wav | 2025-07-30 11:29:51.875499
4 | 1 | ./sonido/audios\30fbc05580004a3692ccb756521aec24.wav | 2025-07-30 11:29:51.883031
5 | 1 | ./sonido/audios\8f8a98e7ac0d411aab420920a5bfd826.wav | 2025-07-30 11:29:51.891259
6 | 1 | ./sonido/audios\7d772ab00f4748b0bb70634fcdad4cce.wav | 2025-07-30 11:29:51.900798
7 | 1 | ./sonido/audios\f0bce559c3be4df9ba04627b112c1db8.wav | 2025-07-30 11:29:51.909385
8 | 1 | ./sonido/audios\dbdbab3e795b440b90f0a425997e07b7.wav | 2025-07-30 11:29:51.917169
9 | 1 | ./sonido/audios\20ce7d095b0d4d43bf83cc64faf03b04.wav | 2025-07-30 11:29:51.924373
10 | 1 | ./sonido/audios\99393d4058af46278cbc50e77b93f8ab.wav | 2025-07-30 11:29:51.931894
11 | 1 | ./sonido/audios\6b007d7818b44e14a7a9231702d9ea4f.wav | 2025-07-30 11:29:51.940137
12 | 1 | ./sonido/audios\c3c8b39a42e64efb9dc37f8486b99074.wav | 2025-07-30 11:29:51.947247
13 | 1 | ./sonido/audios\8dea68efdc4f4adf922ed2c9a9e4c0c7.wav | 2025-07-30 11:29:51.955282
14 | 1 | ./sonido/audios\ad1957665aa24753b6456f51be2e00b1.wav | 2025-07-30 11:29:51.961671
15 | 1 | ./sonido/audios\8ae99568932c41fb90363f413cd1147e.wav | 2025-07-30 11:29:51.970168
16 | 1 | ./sonido/audios\ba6ee3cccc3c45519433e906fa619f9a.wav | 2025-07-30 11:29:51.977890
17 | 1 | ./sonido/audios\34b73fbda35d4d42a10a1869cc7169c7.wav | 2025-07-30 11:29:51.985480
18 | 1 | ./sonido/audios\9762b87ddec94d248e2987b82b7afd6d.wav | 2025-07-30 11:29:51.992720
19 | 1 | ./sonido/audios\280efc7276a247c1904ad25f6b7db1ad.wav | 2025-07-30 11:29:51.999391
20 | 1 | ./sonido/audios\35373c1702e74cf4aca7050302822cd7.wav | 2025-07-30 11:29:52.006740
21 | 1 | ./sonido/audios\1b3dc48715254e1d94380a69e459ef8b.wav | 2025-07-30 11:29:52.015820

--- Tabla: emotions ---
id | audio_id | label | confidence | timestamp
1 | 1 | Enojo | 0.3328604996204376 | 2025-07-30 11:29:02.590536
2 | 1 | Calma | 0.26228752732276917 | 2025-07-30 11:29:02.594537
3 | 1 | Tristeza | 0.09670146554708481 | 2025-07-30 11:29:02.595537
4 | 1 | Alegría | 0.09146197885274887 | 2025-07-30 11:29:02.596537
5 | 1 | Miedo | 0.06261173635721207 | 2025-07-30 11:29:02.597536
6 | 1 | Confusión | 0.03585744649171829 | 2025-07-30 11:29:02.597536
7 | 1 | Sorpresa | 0.00765107199549675 | 2025-07-30 11:29:02.598536
8 | 1 | Ansiedad | 0.00666159437969327 | 2025-07-30 11:29:02.598536
9 | 1 | Desagrado | 0.0033254921436309814 | 2025-07-30 11:29:02.598536
10 | 2 | Confusión | 0.16047288477420807 | 2025-07-30 11:29:54.922643
11 | 2 | Ansiedad | 0.12031637877225876 | 2025-07-30 11:29:54.924642
12 | 2 | Tristeza | 0.10113223642110825 | 2025-07-30 11:29:54.925642
13 | 2 | Calma | 0.09454517811536789 | 2025-07-30 11:29:54.925642
14 | 2 | Alegría | 0.08762863278388977 | 2025-07-30 11:29:54.926642
15 | 2 | Desagrado | 0.07785359025001526 | 2025-07-30 11:29:54.926642
16 | 2 | Miedo | 0.07517396658658981 | 2025-07-30 11:29:54.927641
17 | 2 | Enojo | 0.06937111169099808 | 2025-07-30 11:29:54.928642
18 | 2 | Sorpresa | 0.005988263990730047 | 2025-07-30 11:29:54.928642
19 | 3 | Confusión | 0.1292182207107544 | 2025-07-30 11:29:57.413924
20 | 3 | Tristeza | 0.10986574739217758 | 2025-07-30 11:29:57.420924
21 | 3 | Alegría | 0.10228317975997925 | 2025-07-30 11:29:57.421924
22 | 3 | Ansiedad | 0.09859906136989594 | 2025-07-30 11:29:57.422923
23 | 3 | Calma | 0.08943536877632141 | 2025-07-30 11:29:57.422923
24 | 3 | Miedo | 0.08531633019447327 | 2025-07-30 11:29:57.423923
25 | 3 | Enojo | 0.07894308865070343 | 2025-07-30 11:29:57.423923
26 | 3 | Desagrado | 0.06611115485429764 | 2025-07-30 11:29:57.424924
27 | 3 | Sorpresa | 0.015953710302710533 | 2025-07-30 11:29:57.424924
28 | 4 | Ansiedad | 0.139767125248909 | 2025-07-30 11:29:59.896343
29 | 4 | Confusión | 0.12561874091625214 | 2025-07-30 11:29:59.902341
30 | 4 | Tristeza | 0.10819785296916962 | 2025-07-30 11:29:59.903343
31 | 4 | Alegría | 0.09179158508777618 | 2025-07-30 11:29:59.904340
32 | 4 | Calma | 0.08134464919567108 | 2025-07-30 11:29:59.904340
33 | 4 | Miedo | 0.08067407459020615 | 2025-07-30 11:29:59.905341
34 | 4 | Desagrado | 0.07637738436460495 | 2025-07-30 11:29:59.906341
35 | 4 | Enojo | 0.07283295691013336 | 2025-07-30 11:29:59.906341
